RT Treatment Days,RT Dose (Gy),anti-PD-1 Treatment Days,anti-PD-1 Dose (mg),anti-CTLA-4 Treatment Days,anti-CTLA-4 Dose (mg),Mean TCP,Mean Time to reach Minimum Tumour Cell Count,List of TCPs,List of Times to Reach Minimum Tumour Cell Count
[16],[15.44206112],[16],0.6,[10],0,6.199044152289196e-07,16.02,"[2.26032941e-06 8.31528719e-07 2.06115362e-09 0.00000000e+00
 5.60279644e-09]",[16.1 16.  16.  16.  16. ]
[16],[15.44206112],[17],0.6,[10],0,9.26879873814649e-06,16.0,"[1.12535175e-07 4.53999298e-05 3.44247711e-14 0.00000000e+00
 8.31528719e-07]",[16. 16. 16. 16. 16.]
[16],[15.44206112],[18],0.6,[10],0,2.5913849283951346e-05,16.2,"[1.52299797e-08 1.23409804e-04 4.24835426e-18 0.00000000e+00
 6.14421235e-06]",[16.5  16.45 16.05 16.   16.  ]
[16],[15.44206112],[19],0.6,[10],0,2.1329742843313767e-06,16.0,"[2.26032941e-06 6.14421235e-06 2.54366565e-13 0.00000000e+00
 2.26032941e-06]",[16. 16. 16. 16. 16.]
[16],[15.44206112],[20],0.6,[10],0,9.984117715290242e-06,16.0,"[2.26032941e-06 2.26032941e-06 4.24835426e-18 0.00000000e+00
 4.53999298e-05]",[16. 16. 16. 16. 16.]
[16],[15.44206112],[21],0.6,[10],0,7.618079142715216e-05,16.0,"[4.13993772e-08 4.53999298e-05 9.35762297e-14 0.00000000e+00
 3.35462628e-04]",[16. 16. 16. 16. 16.]
[16],[15.44206112],[22],0.6,[10],0,1.2401711196409278e-06,16.009999999999998,"[1.52299797e-08 4.13993772e-08 1.38879439e-11 0.00000000e+00
 6.14421235e-06]",[16.05 16.   16.   16.   16.  ]
[16],[15.44206112],[23],0.6,[10],0,0.0013542700801332378,16.310000000000002,"[6.73794700e-03 1.67017008e-05 2.31952283e-16 0.00000000e+00
 1.67017008e-05]",[17.4  16.   16.   16.   16.15]
[16],[15.44206112],[24],0.6,[10],0,2.5919083182154375e-05,16.0,"[4.13993772e-08 1.23409804e-04 9.35762297e-14 0.00000000e+00
 6.14421235e-06]",[16. 16. 16. 16. 16.]
[16],[15.44206112],[25],0.6,[10],0,3.5291529368145467e-06,16.0,"[8.31528719e-07 1.12535175e-07 4.24835426e-18 0.00000000e+00
 1.67017008e-05]",[16. 16. 16. 16. 16.]
[16],[15.44206112],[26],0.6,[10],0,3.3302372089874796e-07,16.04,"[2.06115362e-09 8.31528719e-07 1.26641655e-14 0.00000000e+00
 8.31528719e-07]",[16.  16.  16.  16.  16.2]
[16],[15.44206112],[27],0.6,[10],0,3.9066792703946704e-08,16.0,"[4.13993772e-08 4.13993772e-08 3.44247711e-14 0.00000000e+00
 1.12535175e-07]",[16. 16. 16. 16. 16.]
[16],[15.44206112],[28],0.6,[10],0,2.483962631271311e-08,16.0,"[4.13993772e-08 4.13993772e-08 1.05306174e-20 0.00000000e+00
 4.13993772e-08]",[16. 16. 16. 16. 16.]
[16],[15.44206112],[29],0.6,[10],0,2.4712747727763732e-05,16.04,"[1.23409804e-04 4.13993772e-08 2.31952283e-16 0.00000000e+00
 1.12535175e-07]",[16.  16.2 16.  16.  16. ]
[16],[15.44206112],[30],0.6,[10],0,2.4848287223203893e-05,16.0,"[8.31528719e-07 1.02618796e-10 6.91440011e-13 0.00000000e+00
 1.23409804e-04]",[16. 16. 16. 16. 16.]
[17],[15.44206112],[10],0.6,[10],0,1.6820289113664266e-06,17.0,"[5.60279644e-09 2.26032941e-06 8.53304763e-17 0.00000000e+00
 6.14421235e-06]",[17. 17. 17. 17. 17.]
[17],[15.44206112],[11],0.6,[10],0,0.0004974313436854597,17.0,"[6.14421235e-06 2.47875218e-03 6.30511676e-16 0.00000000e+00
 2.26032941e-06]",[17. 17. 17. 17. 17.]
[17],[15.44206112],[12],0.6,[10],0,6.715376183398165e-05,17.25,"[2.78946809e-10 3.05902321e-07 8.53304763e-17 0.00000000e+00
 3.35462628e-04]",[17.15 17.   17.   17.   18.1 ]
[17],[15.44206112],[13],0.6,[10],0,3.853586522260954e-06,17.080000000000002,"[3.05902321e-07 2.26032941e-06 9.35762297e-14 0.00000000e+00
 1.67017008e-05]",[17.  17.4 17.  17.  17. ]
[17],[15.44206112],[14],0.6,[10],0,7.166170820921945e-05,17.75,"[3.35462628e-04 6.14421235e-06 1.15482242e-17 0.00000000e+00
 1.67017008e-05]",[20.75 17.   17.   17.   17.  ]
[17],[15.44206112],[15],0.6,[10],0,5.162923414478281e-07,17.0,"[3.05902321e-07 2.26032941e-06 1.15482242e-17 0.00000000e+00
 1.52299797e-08]",[17. 17. 17. 17. 17.]
[17],[15.44206112],[16],0.6,[10],0,3.4089136307899747e-07,17.29,"[8.31528719e-07 8.31528719e-07 7.09547416e-23 0.00000000e+00
 4.13993772e-08]",[18.05 17.4  17.   17.   17.  ]
[17],[15.44206112],[17],0.6,[10],0,1.2901745859746077e-06,17.0,"[3.05902321e-07 6.14421235e-06 2.11513104e-19 0.00000000e+00
 7.58256043e-10]",[17. 17. 17. 17. 17.]
[17],[15.44206112],[18],0.6,[10],0,3.3629029823548408e-06,17.03,"[2.78946809e-10 1.67017008e-05 7.09547416e-23 0.00000000e+00
 1.12535175e-07]",[17.   17.   17.   17.   17.15]
[17],[15.44206112],[19],0.6,[10],0,3.1093355799307655e-09,17.0,"[2.78946809e-10 3.77513454e-11 2.11513104e-19 0.00000000e+00
 1.52299797e-08]",[17. 17. 17. 17. 17.]
[17],[15.44206112],[20],0.6,[10],0,9.137987972929912e-09,17.02,"[1.52299797e-08 1.52299797e-08 6.30511676e-16 0.00000000e+00
 1.52299797e-08]",[17.1 17.  17.  17.  17. ]
[17],[15.44206112],[21],0.6,[10],0,3.5909190507618996e-10,17.0,"[2.78946809e-10 7.58256043e-10 6.30511676e-16 0.00000000e+00
 7.58256043e-10]",[17. 17. 17. 17. 17.]
[17],[15.44206112],[22],0.6,[10],0,2.3053220387087093e-07,17.0,"[1.52299797e-08 8.31528719e-07 4.24835426e-18 0.00000000e+00
 3.05902321e-07]",[17. 17. 17. 17. 17.]
[17],[15.44206112],[23],0.6,[10],0,2.468211524647602e-05,17.009999999999998,"[1.38879439e-11 1.23409804e-04 1.71390843e-15 0.00000000e+00
 7.58256043e-10]",[17.   17.05 17.   17.   17.  ]
[17],[15.44206112],[24],0.6,[10],0,1.6711402083698918e-08,17.259999999999998,"[4.13993772e-08 7.58256043e-10 7.09547416e-23 0.00000000e+00
 4.13993772e-08]",[18.3 17.  17.  17.  17. ]
[17],[15.44206112],[25],0.6,[10],0,6.194921854362091e-07,17.0,"[2.26032941e-06 5.60279644e-09 4.65888615e-15 0.00000000e+00
 8.31528719e-07]",[17. 17. 17. 17. 17.]
[17],[15.44206112],[26],0.6,[10],0,1.7459316952748748e-07,17.0,"[3.77513454e-11 8.31528719e-07 5.74952226e-19 0.00000000e+00
 4.13993772e-08]",[17. 17. 17. 17. 17.]
[17],[15.44206112],[27],0.6,[10],0,9.080549834430032e-06,17.25,"[7.58256043e-10 2.06115362e-09 7.78113224e-20 0.00000000e+00
 4.53999298e-05]",[18.25 17.   17.   17.   17.  ]
[17],[15.44206112],[28],0.6,[10],0,1.9709265420444534e-07,17.0,"[1.12535175e-07 8.31528719e-07 1.15482242e-17 0.00000000e+00
 4.13993772e-08]",[17. 17. 17. 17. 17.]
[17],[15.44206112],[29],0.6,[10],0,2.362797013943223e-08,17.0,"[5.60279644e-09 1.87952882e-12 1.15482242e-17 0.00000000e+00
 1.12535175e-07]",[17. 17. 17. 17. 17.]
[17],[15.44206112],[30],0.6,[10],0,3.906678581899249e-08,17.15,"[4.13993772e-08 4.13993772e-08 4.78089288e-25 0.00000000e+00
 1.12535175e-07]",[17.75 17.   17.   17.   17.  ]
[18],[15.44206112],[10],0.6,[10],0,4.806006583664618e-08,18.0,"[1.12535175e-07 1.52299797e-08 1.29958143e-24 0.00000000e+00
 1.12535175e-07]",[18. 18. 18. 18. 18.]
[18],[15.44206112],[11],0.6,[10],0,0.027068293769668638,19.64,"[1.35335283e-01 4.13993772e-08 1.29958143e-24 0.00000000e+00
 6.14421235e-06]",[26.2 18.  18.  18.  18. ]
[18],[15.44206112],[12],0.6,[10],0,2.4765648316426522e-05,18.06,"[1.23409804e-04 1.12535175e-07 2.31952283e-16 0.00000000e+00
 3.05902321e-07]",[18.25 18.   18.   18.   18.05]
[18],[15.44206112],[13],0.6,[10],0,3.499078924049853e-05,18.53,"[6.14421235e-06 4.53999298e-05 1.05306174e-20 0.00000000e+00
 1.23409804e-04]",[18.25 18.   18.   18.   20.4 ]
[18],[15.44206112],[14],0.6,[10],0,1.6634679133924038e-07,18.25,"[1.02618796e-10 8.31528719e-07 1.29958143e-24 0.00000000e+00
 1.02618796e-10]",[18.35 18.85 18.   18.   18.05]
[18],[15.44206112],[15],0.6,[10],0,5.238094482024685e-10,18.009999999999998,"[2.78946809e-10 2.06115362e-09 8.75651076e-27 0.00000000e+00
 2.78946809e-10]",[18.05 18.   18.   18.   18.  ]
[18],[15.44206112],[16],0.6,[10],0,2.570468210135259e-08,18.0,"[7.58256043e-10 1.52299797e-08 1.18506486e-27 0.00000000e+00
 1.12535175e-07]",[18. 18. 18. 18. 18.]
[18],[15.44206112],[17],0.6,[10],0,4.5513240110441677e-07,18.060000000000002,"[1.02618796e-10 1.52299797e-08 1.29958143e-24 0.00000000e+00
 2.26032941e-06]",[18.2 18.  18.  18.  18.1]
[18],[15.44206112],[18],0.6,[10],0,1.2299630368381036e-06,19.0,"[3.44247711e-14 5.60279644e-09 4.35961000e-28 0.00000000e+00
 6.14421235e-06]",[18. 18. 18. 18. 23.]
[18],[15.44206112],[19],0.6,[10],0,8.802508108328017e-10,18.17,"[2.78946809e-10 2.06115362e-09 1.29958143e-24 0.00000000e+00
 2.06115362e-09]",[18.15 18.   18.   18.   18.7 ]
[18],[15.44206112],[20],0.6,[10],0,1.1767245551281451e-09,18.11,"[5.60279644e-09 1.87952882e-12 2.61027907e-23 0.00000000e+00
 2.78946809e-10]",[18.1  18.2  18.   18.   18.25]
[18],[15.44206112],[21],0.6,[10],0,3.340772912532883e-06,18.2,"[1.67017008e-05 2.06115362e-09 3.97544974e-31 0.00000000e+00
 1.02618796e-10]",[19. 18. 18. 18. 18.]
[18],[15.44206112],[22],0.6,[10],0,6.725883133120804e-05,18.36,"[8.31528719e-07 3.44247711e-14 1.05306174e-20 0.00000000e+00
 3.35462628e-04]",[18.85 18.   18.   18.   18.95]
[18],[15.44206112],[23],0.6,[10],0,3.108526862050344e-10,18.0,"[7.58256043e-10 3.77513454e-11 3.97544974e-31 0.00000000e+00
 7.58256043e-10]",[18. 18. 18. 18. 18.]
[18],[15.44206112],[24],0.6,[10],0,2.2969079368780107e-09,18.009999999999998,"[2.78946809e-10 5.60279644e-09 2.86251858e-20 0.00000000e+00
 5.60279644e-09]",[18.   18.   18.   18.   18.05]
[18],[15.44206112],[25],0.6,[10],0,1.1486333158594156e-09,18.0,"[3.77513454e-11 1.02618796e-10 4.78089288e-25 0.00000000e+00
 5.60279644e-09]",[18. 18. 18. 18. 18.]
[18],[15.44206112],[26],0.6,[10],0,2.368338359321667e-08,18.07,"[2.78946809e-10 1.12535175e-07 7.09547416e-23 0.00000000e+00
 5.60279644e-09]",[18.   18.   18.   18.   18.35]
[18],[15.44206112],[27],0.6,[10],0,6.118329256245109e-08,18.0,"[1.38879439e-11 2.54366565e-13 9.60268005e-24 0.00000000e+00
 3.05902321e-07]",[18. 18. 18. 18. 18.]
[18],[15.44206112],[28],0.6,[10],0,1.6022329545269404e-10,18.0,"[5.10908903e-12 7.58256043e-10 1.42516408e-21 0.00000000e+00
 3.77513454e-11]",[18. 18. 18. 18. 18.]
[18],[15.44206112],[29],0.6,[10],0,3.465776942520902e-09,18.0,"[3.77513454e-11 1.52299797e-08 1.05306174e-20 0.00000000e+00
 2.06115362e-09]",[18. 18. 18. 18. 18.]
[18],[15.44206112],[30],0.6,[10],0,4.201568993395776e-10,18.11,"[2.06115362e-09 3.77513454e-11 6.47023493e-26 0.00000000e+00
 1.87952882e-12]",[18.   18.   18.   18.   18.55]
[19],[15.44206112],[10],0.6,[10],0,3.1199141105909865e-08,19.02,"[1.12535175e-07 2.06115362e-09 2.17052201e-29 0.00000000e+00
 4.13993772e-08]",[19.  19.1 19.  19.  19. ]
[19],[15.44206112],[11],0.6,[10],0,1.229275225149393e-06,19.0,"[6.14421235e-06 1.02618796e-10 7.98490425e-30 0.00000000e+00
 2.06115362e-09]",[19. 19. 19. 19. 19.]
[19],[15.44206112],[12],0.6,[10],0,1.6757795431677927e-07,19.0,"[8.31528719e-07 7.58256043e-10 2.38026641e-26 0.00000000e+00
 5.60279644e-09]",[19. 19. 19. 19. 19.]
[19],[15.44206112],[13],0.6,[10],0,6.1477812597424295e-09,19.089999999999996,"[1.52299797e-08 2.78946809e-10 5.38018616e-32 0.00000000e+00
 1.52299797e-08]",[19.05 19.05 19.   19.   19.35]
[19],[15.44206112],[14],0.6,[10],0,1.5167085558140485e-10,19.0,"[4.65888615e-15 9.35762297e-14 1.60381089e-28 0.00000000e+00
 7.58256043e-10]",[19. 19. 19. 19. 19.]
[19],[15.44206112],[15],0.6,[10],0,2.251472350094252e-08,19.25,"[3.77513454e-11 6.91440011e-13 8.98582594e-37 0.00000000e+00
 1.12535175e-07]",[19.05 19.   19.   19.   20.2 ]
[19],[15.44206112],[16],0.6,[10],0,2.1683865071155247e-11,19.0,"[5.10908903e-12 1.02618796e-10 1.97925988e-32 0.00000000e+00
 6.91440011e-13]",[19. 19. 19. 19. 19.]
[19],[15.44206112],[17],0.6,[10],0,4.197878785304867e-10,19.07,"[3.44247711e-14 2.06115362e-09 2.17052201e-29 0.00000000e+00
 3.77513454e-11]",[19.1  19.05 19.   19.   19.2 ]
[19],[15.44206112],[18],0.6,[10],0,2.1596450381963984e-11,19.05,"[1.02618796e-10 5.10908903e-12 1.08063928e-30 0.00000000e+00
 2.54366565e-13]",[19.   19.25 19.   19.   19.  ]
[19],[15.44206112],[19],0.6,[10],0,6.120136376539187e-08,19.240000000000002,"[1.02618796e-10 1.87952882e-12 1.08063928e-30 0.00000000e+00
 3.05902321e-07]",[19.95 19.   19.   19.   19.25]
[19],[15.44206112],[20],0.6,[10],0,5.650670783941591e-13,19.0,"[2.54366565e-13 6.91440011e-13 1.10893902e-40 0.00000000e+00
 1.87952882e-12]",[19. 19. 19. 19. 19.]
[19],[15.44206112],[21],0.6,[10],0,3.760489317382711e-13,19.0,"[6.30511676e-16 8.53304763e-17 1.80485139e-35 0.00000000e+00
 1.87952882e-12]",[19. 19. 19. 19. 19.]
[19],[15.44206112],[22],0.6,[10],0,4.132525446029691e-10,19.009999999999998,"[5.10908903e-12 1.15482242e-17 2.22736356e-39 0.00000000e+00
 2.06115362e-09]",[19.05 19.   19.   19.   19.  ]
[19],[15.44206112],[23],0.6,[10],0,2.0574632691341763e-11,19.0,"[2.54366565e-13 5.74952226e-19 1.46248623e-31 0.00000000e+00
 1.02618796e-10]",[19. 19. 19. 19. 19.]
[19],[15.44206112],[24],0.6,[10],0,5.616528468678156e-11,19.06,"[1.87952882e-12 8.53304763e-17 2.93748211e-30 0.00000000e+00
 2.78946809e-10]",[19.   19.05 19.   19.   19.25]
[19],[15.44206112],[25],0.6,[10],0,7.527433038446539e-13,19.0,"[1.87952882e-12 1.87952882e-12 7.28129018e-33 0.00000000e+00
 4.65888615e-15]",[19. 19. 19. 19. 19.]
[19],[15.44206112],[26],0.6,[10],0,6.971466122042175e-14,19.0,"[6.30511676e-16 9.35762297e-14 6.05460190e-39 0.00000000e+00
 2.54366565e-13]",[19. 19. 19. 19. 19.]
[19],[15.44206112],[27],0.6,[10],0,6.339050425888422e-11,19.41,"[2.78946809e-10 2.54366565e-13 8.19401262e-40 0.00000000e+00
 3.77513454e-11]",[19.   19.   19.   19.   21.05]
[19],[15.44206112],[28],0.6,[10],0,1.5920160374913153e-10,19.0,"[6.30511676e-16 3.77513454e-11 1.97925988e-32 0.00000000e+00
 7.58256043e-10]",[19. 19. 19. 19. 19.]
[19],[15.44206112],[29],0.6,[10],0,3.8097142952745434e-13,19.169999999999998,"[1.26641655e-14 1.26641655e-14 1.60381089e-28 0.00000000e+00
 1.87952882e-12]",[19.8  19.05 19.   19.   19.  ]
[19],[15.44206112],[30],0.6,[10],0,8.279875437618361e-09,19.05,"[2.86251858e-20 2.11513104e-19 6.63967720e-36 0.00000000e+00
 4.13993772e-08]",[19.   19.   19.   19.   19.25]
[20],[15.44206112],[10],0.6,[10],0,3.4582335583844547e-09,20.0,"[1.52299797e-08 3.44247711e-14 1.36853947e-44 0.00000000e+00
 2.06115362e-09]",[20. 20. 20. 20. 20.]
[20],[15.44206112],[11],0.6,[10],0,1.120617045774618e-09,20.0,"[5.60279644e-09 3.44247711e-14 3.97544974e-31 0.00000000e+00
 2.54366565e-13]",[20. 20. 20. 20. 20.]
[20],[15.44206112],[12],0.6,[10],0,8.279933195837499e-09,20.240000000000002,"[3.44247711e-14 2.54366565e-13 2.28569368e-49 0.00000000e+00
 4.13993772e-08]",[20.  20.  20.  20.  21.2]
[20],[15.44206112],[13],0.6,[10],0,4.531864406860279e-07,20.0,"[5.60279644e-09 1.15482242e-17 4.07955867e-41 0.00000000e+00
 2.26032941e-06]",[20. 20. 20. 20. 20.]
[20],[15.44206112],[14],0.6,[10],0,7.817581116811691e-15,20.0,"[3.44247711e-14 4.24835426e-18 4.59093847e-48 0.00000000e+00
 4.65888615e-15]",[20. 20. 20. 20. 20.]
[20],[15.44206112],[15],0.6,[10],0,5.592858163674631e-11,20.02,"[6.91440011e-13 4.65888615e-15 8.19401262e-40 0.00000000e+00
 2.78946809e-10]",[20.  20.1 20.  20.  20. ]
[20],[15.44206112],[16],0.6,[10],0,5.616619939791533e-11,20.05,"[4.65888615e-15 1.87952882e-12 2.28569368e-49 0.00000000e+00
 2.78946809e-10]",[20.   20.   20.   20.   20.25]
[20],[15.44206112],[17],0.6,[10],0,1.8635565641648307e-15,20.0,"[1.05306174e-20 4.65888615e-15 5.03457536e-45 0.00000000e+00
 4.65888615e-15]",[20. 20. 20. 20. 20.]
[20],[15.44206112],[18],0.6,[10],0,1.9104418080593623e-14,20.0,"[1.71390843e-15 2.31952283e-16 1.68891188e-48 0.00000000e+00
 9.35762297e-14]",[20. 20. 20. 20. 20.]
[20],[15.44206112],[19],0.6,[10],0,7.551200865801408e-12,20.07,"[7.09547416e-23 4.65888615e-15 5.03457536e-45 0.00000000e+00
 3.77513454e-11]",[20.   20.   20.   20.   20.35]
[20],[15.44206112],[20],0.6,[10],0,2.532850778206789e-15,20.2,"[7.78113224e-20 1.05306174e-20 1.03770332e-53 0.00000000e+00
 1.26641655e-14]",[21. 20. 20. 20. 20.]
[20],[15.44206112],[21],0.6,[10],0,1.3238632582419693e-16,20.05,"[6.30511676e-16 2.86251858e-20 5.52108228e-42 0.00000000e+00
 3.13913279e-17]",[20.   20.   20.   20.   20.25]
[20],[15.44206112],[22],0.6,[10],0,1.2695204462899507e-16,20.0,"[4.24835426e-18 1.92874985e-22 8.62880116e-60 0.00000000e+00
 6.30511676e-16]",[20. 20. 20. 20. 20.]
[20],[15.44206112],[23],0.6,[10],0,3.7592284496533264e-13,20.009999999999998,"[7.78113224e-20 8.53304763e-17 4.18639400e-51 0.00000000e+00
 1.87952882e-12]",[20.   20.   20.   20.   20.05]
[20],[15.44206112],[24],0.6,[10],0,2.7775887751131183e-12,20.009999999999998,"[7.09547416e-23 1.05306174e-20 3.81749719e-54 0.00000000e+00
 1.38879439e-11]",[20.   20.05 20.   20.   20.  ]
[20],[15.44206112],[25],0.6,[10],0,1.87215665058852e-14,20.0,"[3.13913279e-17 2.11513104e-19 2.50656748e-46 0.00000000e+00
 9.35762297e-14]",[20. 20. 20. 20. 20.]
